Equipment;Familly;Category;Event;From;To;duration
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;10.06.2025 13:00;10.06.2025 15:00;2
Prakla №2_ KATCO;standBy;WAITING;Обед;10.06.2025 12:00;10.06.2025 13:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;10.06.2025 10:00;10.06.2025 12:00;2
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;10.06.2025 9:00;10.06.2025 10:00;1
Prakla №2_ KATCO;use;WAITING;ППР;10.06.2025 8:00;10.06.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;10.06.2025 3:00;10.06.2025 8:00;5
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;10.06.2025 2:30;10.06.2025 3:00;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;10.06.2025 0:30;10.06.2025 2:30;2
Prakla №2_ KATCO;standBy;WAITING;Обед;10.06.2025 0:00;10.06.2025 0:30;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;09.06.2025 21:30;10.06.2025 0:00;2,5
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;09.06.2025 20:30;09.06.2025 21:30;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.06.2025 11:00;09.06.2025 20:30;9,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;09.06.2025 9:00;09.06.2025 11:00;2
Prakla №2_ KATCO;use;WAITING;ППР;09.06.2025 8:00;09.06.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.06.2025 6:00;09.06.2025 8:00;2
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;09.06.2025 4:00;09.06.2025 6:00;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.06.2025 2:30;09.06.2025 4:00;1,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт;09.06.2025 1:00;09.06.2025 2:30;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.06.2025 0:30;09.06.2025 1:00;0,5
Prakla №2_ KATCO;standBy;WAITING;Обед;09.06.2025 0:00;09.06.2025 0:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.06.2025 22:00;09.06.2025 0:00;2
Prakla №2_ KATCO;use;WAITING;ППР;08.06.2025 20:00;08.06.2025 22:00;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.06.2025 14:00;08.06.2025 20:00;6
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;08.06.2025 12:30;08.06.2025 14:00;1,5
Prakla №2_ KATCO;standBy;WAITING;Обед;08.06.2025 12:00;08.06.2025 12:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.06.2025 9:00;08.06.2025 12:00;3
Prakla №2_ KATCO;use;WAITING;ППР;08.06.2025 8:00;08.06.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.06.2025 2:30;08.06.2025 8:00;5,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;08.06.2025 1:00;08.06.2025 2:30;1,5
Prakla №2_ KATCO;standBy;WAITING;Обед;08.06.2025 0:00;08.06.2025 1:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;07.06.2025 22:00;08.06.2025 0:00;2
Prakla №2_ KATCO;repair;REPAIR;Поломка агрегата;07.06.2025 21:00;07.06.2025 22:00;1
Prakla №2_ KATCO;use;WAITING;ППР;07.06.2025 20:00;07.06.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.06.2025 15:00;07.06.2025 20:00;5
Prakla №2_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание водовоза;07.06.2025 14:30;07.06.2025 15:00;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.06.2025 13:00;07.06.2025 14:30;1,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;07.06.2025 12:00;07.06.2025 13:00;1
Prakla №2_ KATCO;standBy;STANDBY;Ожидание материалов;07.06.2025 11:00;07.06.2025 12:00;1
Prakla №2_ KATCO;standBy;STANDBY;Ожидание людей;07.06.2025 8:00;07.06.2025 11:00;3
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;07.06.2025 6:00;07.06.2025 8:00;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.06.2025 1:00;07.06.2025 6:00;5
Prakla №2_ KATCO;standBy;WAITING;Обед;07.06.2025 0:00;07.06.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;06.06.2025 21:00;07.06.2025 0:00;3
Prakla №2_ KATCO;use;WAITING;ППР;06.06.2025 20:00;06.06.2025 21:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;06.06.2025 17:00;06.06.2025 20:00;3
Prakla №2_ KATCO;repair;REPAIR;Ремонт;06.06.2025 13:00;06.06.2025 17:00;4
Prakla №2_ KATCO;standBy;WAITING;Обед;06.06.2025 12:00;06.06.2025 13:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт;06.06.2025 11:00;06.06.2025 12:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;06.06.2025 8:30;06.06.2025 11:00;2,5
Prakla №2_ KATCO;use;WAITING;ППР;06.06.2025 8:00;06.06.2025 8:30;0,5
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;06.06.2025 5:00;06.06.2025 8:00;3
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;06.06.2025 3:00;06.06.2025 5:00;2
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;06.06.2025 1:00;06.06.2025 3:00;2
Prakla №2_ KATCO;standBy;WAITING;Обед;06.06.2025 0:00;06.06.2025 1:00;1
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;05.06.2025 23:00;06.06.2025 0:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;05.06.2025 21:00;05.06.2025 23:00;2
Prakla №2_ KATCO;use;WAITING;ППР;05.06.2025 20:00;05.06.2025 21:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;05.06.2025 17:00;05.06.2025 20:00;3
Prakla №2_ KATCO;standBy;WAITING;Ожидание каротажа фаза 1;05.06.2025 16:00;05.06.2025 17:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;05.06.2025 13:00;05.06.2025 16:00;3
Prakla №2_ KATCO;standBy;WAITING;Обед;05.06.2025 12:00;05.06.2025 13:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;05.06.2025 9:00;05.06.2025 12:00;3
Prakla №2_ KATCO;use;WAITING;ППР;05.06.2025 8:00;05.06.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;05.06.2025 6:30;05.06.2025 8:00;1,5
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;05.06.2025 5:30;05.06.2025 6:30;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;05.06.2025 1:00;05.06.2025 5:30;4,5
Prakla №2_ KATCO;standBy;WAITING;Обед;05.06.2025 0:00;05.06.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;04.06.2025 21:30;05.06.2025 0:00;2,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;04.06.2025 20:30;04.06.2025 21:30;1
Prakla №2_ KATCO;use;WAITING;ППР;04.06.2025 20:00;04.06.2025 20:30;0,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;04.06.2025 17:30;04.06.2025 20:00;2,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.06.2025 14:00;04.06.2025 17:30;3,5
Prakla №2_ KATCO;use;WAITING;ППР;04.06.2025 13:00;04.06.2025 14:00;1
Prakla №2_ KATCO;standBy;WAITING;Обед;04.06.2025 12:00;04.06.2025 13:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.06.2025 8:30;04.06.2025 12:00;3,5
Prakla №2_ KATCO;use;WAITING;ППР;04.06.2025 8:00;04.06.2025 8:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.06.2025 1:00;04.06.2025 8:00;7
Prakla №2_ KATCO;standBy;WAITING;Обед;04.06.2025 0:00;04.06.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 21:00;04.06.2025 0:00;3
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;03.06.2025 20:30;03.06.2025 21:00;0,5
Prakla №2_ KATCO;use;WAITING;ППР;03.06.2025 20:00;03.06.2025 20:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 17:00;03.06.2025 20:00;3
Prakla №2_ KATCO;use;DRILLING;Замена бурового раствора;03.06.2025 16:00;03.06.2025 17:00;1
Prakla №2_ KATCO;use;DRILLING;Чистка зумпфа;03.06.2025 15:00;03.06.2025 16:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 13:00;03.06.2025 15:00;2
Prakla №2_ KATCO;standBy;WAITING;Обед;03.06.2025 12:00;03.06.2025 13:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 9:30;03.06.2025 12:00;2,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт;03.06.2025 8:30;03.06.2025 9:30;1
Prakla №2_ KATCO;use;WAITING;ППР;03.06.2025 8:00;03.06.2025 8:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 1:00;03.06.2025 8:00;7
Prakla №2_ KATCO;standBy;WAITING;Обед;03.06.2025 0:00;03.06.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.06.2025 21:00;03.06.2025 0:00;3
Prakla №2_ KATCO;use;WAITING;ППР;02.06.2025 20:00;02.06.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.06.2025 16:30;02.06.2025 20:00;3,5
Prakla №2_ KATCO;use;ASSEMBLY;Завоз раствора;02.06.2025 15:30;02.06.2025 16:30;1
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;02.06.2025 14:00;02.06.2025 15:30;1,5
Prakla №2_ KATCO;use;ASSEMBLY;Копка зумпфа;02.06.2025 13:00;02.06.2025 14:00;1
Prakla №2_ KATCO;standBy;WAITING;Обед;02.06.2025 12:00;02.06.2025 13:00;1
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;02.06.2025 10:00;02.06.2025 12:00;2
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;02.06.2025 9:00;02.06.2025 10:00;1
Prakla №2_ KATCO;use;WAITING;ППР;02.06.2025 8:00;02.06.2025 9:00;1
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;02.06.2025 6:30;02.06.2025 8:00;1,5
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;02.06.2025 2:00;02.06.2025 6:30;4,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;02.06.2025 1:00;02.06.2025 2:00;1
Prakla №2_ KATCO;standBy;WAITING;Обед;02.06.2025 0:00;02.06.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;01.06.2025 21:00;02.06.2025 0:00;3
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;01.06.2025 20:30;01.06.2025 21:00;0,5
Prakla №2_ KATCO;use;WAITING;ППР;01.06.2025 20:00;01.06.2025 20:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.06.2025 13:00;01.06.2025 20:00;7
Prakla №2_ KATCO;standBy;WAITING;Обед;01.06.2025 12:00;01.06.2025 13:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.06.2025 10:00;01.06.2025 12:00;2
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;01.06.2025 9:00;01.06.2025 10:00;1
Prakla №2_ KATCO;use;WAITING;ППР;01.06.2025 8:00;01.06.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;01.06.2025 6:00;01.06.2025 8:00;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.06.2025 1:30;01.06.2025 6:00;4,5
Prakla №2_ KATCO;standBy;WAITING;Обед;01.06.2025 0:30;01.06.2025 1:30;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;31.05.2025 21:00;01.06.2025 0:30;3,5
Prakla №2_ KATCO;use;WAITING;ППР;31.05.2025 20:00;31.05.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;31.05.2025 17:00;31.05.2025 20:00;3
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;31.05.2025 16:00;31.05.2025 17:00;1
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;31.05.2025 15:00;31.05.2025 16:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;31.05.2025 14:00;31.05.2025 15:00;1
Prakla №2_ KATCO;standBy;WAITING;Обед;31.05.2025 12:30;31.05.2025 14:00;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;31.05.2025 10:00;31.05.2025 12:30;2,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;31.05.2025 9:00;31.05.2025 10:00;1
Prakla №2_ KATCO;use;WAITING;ППР;31.05.2025 8:00;31.05.2025 9:00;1
Prakla №2_ KATCO;repair;REPAIR;Поломка электрической части;31.05.2025 0:30;31.05.2025 8:00;7,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;31.05.2025 0:00;31.05.2025 0:30;0,5
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;30.05.2025 22:00;31.05.2025 0:00;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 21:30;30.05.2025 22:00;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;30.05.2025 20:30;30.05.2025 21:30;1
Prakla №2_ KATCO;use;WAITING;ППР;30.05.2025 20:00;30.05.2025 20:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 16:00;30.05.2025 20:00;4
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;30.05.2025 14:30;30.05.2025 16:00;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 9:30;30.05.2025 14:30;5
Prakla №2_ KATCO;standBy;STANDBY;Ожидание раствора;30.05.2025 8:30;30.05.2025 9:30;1
Prakla №2_ KATCO;use;WAITING;ППР;30.05.2025 8:00;30.05.2025 8:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 4:00;30.05.2025 8:00;4
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;30.05.2025 2:30;30.05.2025 4:00;1,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 2:00;30.05.2025 2:30;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;30.05.2025 1:00;30.05.2025 2:00;1
Prakla №2_ KATCO;standBy;WAITING;Обед;30.05.2025 0:00;30.05.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;29.05.2025 20:30;30.05.2025 0:00;3,5
Prakla №2_ KATCO;use;WAITING;ППР;29.05.2025 20:00;29.05.2025 20:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;29.05.2025 13:30;29.05.2025 20:00;6,5
Prakla №2_ KATCO;standBy;WAITING;Обед;29.05.2025 12:30;29.05.2025 13:30;1
Prakla №2_ KATCO;repair;REPAIR;ТО1;29.05.2025 11:00;29.05.2025 12:30;1,5
Prakla №2_ KATCO;use;ASSEMBLY;Копка зумпфа;29.05.2025 10:00;29.05.2025 11:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;29.05.2025 8:30;29.05.2025 10:00;1,5
Prakla №2_ KATCO;use;WAITING;ППР;29.05.2025 8:00;29.05.2025 8:30;0,5
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;29.05.2025 3:00;29.05.2025 8:00;5
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;29.05.2025 1:00;29.05.2025 3:00;2
Prakla №2_ KATCO;use;WAITING;ППР;29.05.2025 0:00;29.05.2025 1:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;28.05.2025 23:00;29.05.2025 0:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;28.05.2025 21:00;28.05.2025 23:00;2
Prakla №2_ KATCO;use;WAITING;ППР;28.05.2025 20:00;28.05.2025 21:00;1
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;28.05.2025 19:00;28.05.2025 20:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;28.05.2025 16:30;28.05.2025 19:00;2,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;28.05.2025 14:00;28.05.2025 16:30;2,5
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;28.05.2025 13:30;28.05.2025 14:00;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;28.05.2025 9:30;28.05.2025 13:30;4
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;28.05.2025 8:30;28.05.2025 9:30;1
Prakla №2_ KATCO;use;WAITING;ППР;28.05.2025 8:00;28.05.2025 8:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;28.05.2025 3:00;28.05.2025 8:00;5
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;28.05.2025 2:00;28.05.2025 3:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;28.05.2025 1:00;28.05.2025 2:00;1
Prakla №2_ KATCO;use;WAITING;ППР;28.05.2025 0:00;28.05.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.05.2025 20:30;28.05.2025 0:00;3,5
Prakla №2_ KATCO;use;WAITING;ППР;27.05.2025 20:00;27.05.2025 20:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.05.2025 17:00;27.05.2025 20:00;3
Prakla №2_ KATCO;repair;REPAIR;Ремонт вращателя;27.05.2025 16:00;27.05.2025 17:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.05.2025 14:30;27.05.2025 16:00;1,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;27.05.2025 13:30;27.05.2025 14:30;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.05.2025 10:00;27.05.2025 13:30;3,5
Prakla №2_ KATCO;use;DRILLING;Чистка зумпфа;27.05.2025 9:00;27.05.2025 10:00;1
Prakla №2_ KATCO;use;WAITING;ППР;27.05.2025 8:00;27.05.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.05.2025 1:00;27.05.2025 8:00;7
Prakla №2_ KATCO;standBy;WAITING;Обед;27.05.2025 0:00;27.05.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.05.2025 21:00;27.05.2025 0:00;3
Prakla №2_ KATCO;use;WAITING;ППР;26.05.2025 20:00;26.05.2025 21:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.05.2025 17:30;26.05.2025 20:00;2,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;26.05.2025 15:30;26.05.2025 17:30;2
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.05.2025 9:00;26.05.2025 15:30;6,5
Prakla №2_ KATCO;use;WAITING;ППР;26.05.2025 8:00;26.05.2025 9:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.05.2025 5:00;26.05.2025 8:00;3
Prakla №2_ KATCO;use;ASSEMBLY;Монтаж агрегата;26.05.2025 2:30;26.05.2025 5:00;2,5
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;26.05.2025 1:00;26.05.2025 2:30;1,5
Prakla №2_ KATCO;standBy;WAITING;Обед;26.05.2025 0:00;26.05.2025 1:00;1
Prakla №2_ KATCO;use;TRANSPORT;Перевозка агрегата;25.05.2025 23:00;26.05.2025 0:00;1
Prakla №2_ KATCO;use;LEVELLING;Планировка под агрегат;25.05.2025 22:00;25.05.2025 23:00;1
Prakla №2_ KATCO;use;ASSEMBLY;Демонтаж агрегата;25.05.2025 20:30;25.05.2025 22:00;1,5
Prakla №2_ KATCO;use;WAITING;ППР;25.05.2025 20:00;25.05.2025 20:30;0,5
Prakla №2_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;25.05.2025 19:00;25.05.2025 20:00;1
Prakla №2_ KATCO;use;LOGGING;Каротаж фазы 1;25.05.2025 16:00;25.05.2025 19:00;3
Prakla №2_ KATCO;standBy;WAITING;Ожидание каротажа фаза 1;25.05.2025 15:00;25.05.2025 16:00;1
Prakla №2_ KATCO;use;WAITING;ППР;25.05.2025 14:00;25.05.2025 15:00;1
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;25.05.2025 12:30;25.05.2025 14:00;1,5
Prakla №2_ KATCO;standBy;WAITING;Обед;25.05.2025 12:00;25.05.2025 12:30;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;25.05.2025 10:00;25.05.2025 12:00;2
Prakla №2_ KATCO;use;DRILLING;Промывка ствола скважины;25.05.2025 8:30;25.05.2025 10:00;1,5
